gender,state,age,income,imp.challenge,imp.unlocks,imp.customize,imp.difficulty,imp.characters,imp.storyline,imp.mastery,imp.backstory,imp.dominate,imp.completion,imp.wealth,imp.fantasy,imp.items,imp.power,imp.offbeat,imp.collect,enj.excitement,enj.destruction,enj.others,enj.react,enj.duels,enj.strategy,enj.roleplay,enj.competition,enj.decisions,enj.common.goal,enj.planning,enj.immersion,enj.helping,enj.fast,enj.guns,enj.gore,enj.blow.up,freq.explore,freq.experiment,freq.study,freq.char.creation,freq.stats,freq.customize,freq.test.world,gg.game.presented,gg.maxprice,rank.WarriorGuild,rank.SeraphGuardians,rank.Evercrest,rank.DevilsGate,rank.Marksman,rank.QuestoftheTitan
female,CO,20,13000,4,6,5,5,2,1,4,3,4,5,3,2,3,1,1,3,7,4,5,7,4,6,2,4,5,5,5,3,5,6,2,6,4,1,1,4,5,1,3,1,Evercrest,20,2,4,5,1,3,6
female,NC,18,5000,2,7,4,3,3,5,1,4,5,7,5,3,3,3,1,7,2,1,3,2,5,1,3,4,2,3,1,1,3,2,2,2,1,1,1,2,7,4,3,1,Seraph Guardians,27,4,1,5,6,3,2
female,CA,21,40000,4,6,3,4,6,1,4,5,4,3,4,6,7,3,4,3,3,5,4,4,4,5,5,5,3,3,5,6,3,4,4,4,3,3,2,3,3,5,4,1,Warrior Guild,40,5,1,4,3,6,2
male,IL,25,51000,3,3,1,2,7,7,3,7,3,2,2,3,3,4,2,2,5,7,4,7,3,1,5,3,4,4,4,2,5,5,7,7,7,1,1,5,3,1,4,1,Evercrest,50,3,2,4,1,6,5
female,NM,23,20000,6,1,5,4,7,7,5,7,4,1,1,5,6,6,4,1,5,3,7,5,4,6,6,4,5,6,6,6,6,4,3,2,4,5,4,5,3,1,4,6,Warrior Guild,23,2,3,1,4,6,5
male,WA,31,112000,5,6,2,6,1,3,4,4,4,4,3,2,3,1,3,5,2,1,3,3,4,5,3,3,4,2,4,5,2,4,1,1,2,4,2,4,3,3,3,3,Warrior Guild,70,5,1,4,6,2,3
female,NY,18,11000,7,4,5,5,6,7,7,7,3,4,2,4,4,5,4,1,4,3,3,4,2,5,5,5,4,6,5,5,5,3,1,2,2,5,5,4,3,1,5,5,Warrior Guild,39,3,2,1,5,6,4
female,GA,19,23000,7,1,6,7,2,5,7,3,5,2,6,4,6,5,7,3,5,4,7,5,6,7,7,5,7,5,7,5,6,6,3,4,2,7,6,7,4,4,3,7,Evercrest,48,3,1,2,4,6,5
male,MA,23,68000,5,7,4,4,6,5,2,5,3,5,2,5,6,3,1,6,3,3,4,5,4,3,7,3,2,4,1,6,5,4,4,5,6,1,2,3,4,3,2,3,Warrior Guild,50,3,1,4,5,6,2
female,OH,26,65000,7,3,7,7,7,6,5,7,4,4,5,6,4,3,3,4,6,6,3,5,5,4,6,5,3,1,2,6,1,7,5,7,4,3,3,5,4,4,5,4,Seraph Guardians,68,2,1,3,5,6,4
female,WA,22,32000,1,5,2,2,7,5,2,7,3,5,1,5,5,4,4,7,4,5,2,4,4,3,6,5,4,1,2,7,2,6,3,5,3,4,2,5,3,1,4,2,Evercrest,28,5,1,4,3,6,2
female,TX,26,22000,5,2,5,4,6,5,4,5,6,2,1,7,6,7,4,3,1,3,7,2,3,3,6,4,3,7,2,7,7,3,4,4,3,3,4,3,4,1,3,2,Seraph Guardians,35,2,4,1,3,6,5
female,TX,19,24000,4,4,3,4,2,3,4,4,6,7,3,1,3,2,1,7,3,7,1,2,3,3,2,4,3,4,2,3,2,4,4,3,4,2,2,3,2,4,2,2,Seraph Guardians,40,3,1,6,4,2,5
male,FL,19,14000,3,5,5,3,6,5,4,5,5,6,3,2,5,2,2,7,5,2,5,3,5,5,4,6,4,2,3,5,2,3,2,3,2,1,1,5,5,5,5,2,Warrior Guild,17,4,1,6,5,3,2
female,VA,30,74000,4,5,4,3,7,4,2,6,3,5,4,6,7,6,7,6,1,4,5,3,4,2,5,2,3,4,3,5,5,4,3,3,2,5,5,5,2,3,4,5,Seraph Guardians,,4,1,3,5,6,2
female,FL,30,54000,2,4,3,3,5,5,3,5,5,6,2,4,3,4,5,6,1,5,4,3,3,3,3,5,3,2,2,4,2,2,5,2,5,3,2,4,3,1,3,3,Seraph Guardians,47,5,1,3,4,6,2
female,IL,18,7000,4,4,3,1,7,4,2,6,7,6,4,3,3,5,4,6,6,6,7,6,7,1,5,6,1,7,3,2,7,5,6,7,7,6,6,2,2,4,2,6,Evercrest,26,2,5,3,1,6,4
male,ND,18,13000,5,5,4,4,1,4,7,5,2,5,4,3,3,2,5,6,4,4,4,3,4,7,2,4,6,2,5,4,4,5,3,4,2,4,2,4,5,5,3,3,Evercrest,23,6,1,5,3,2,4
male,OH,18,10000,4,1,4,4,3,5,3,6,5,2,2,5,4,2,4,2,1,4,4,3,5,2,2,5,1,4,1,2,5,2,3,4,1,5,3,3,3,1,5,2,Seraph Guardians,28,2,3,1,5,6,4
female,PA,24,20000,2,4,3,3,7,6,4,7,4,2,6,6,6,7,3,3,2,6,3,1,5,1,6,4,3,2,4,7,2,3,4,4,3,5,3,2,4,4,5,2,Evercrest,33,4,1,3,5,6,2
male,CA,21,24000,6,3,1,7,3,2,5,2,6,4,3,4,2,3,6,2,4,2,5,5,5,6,1,5,5,5,6,1,6,4,1,1,2,7,6,7,1,5,1,2,Evercrest,26,3,2,5,4,1,6
female,IA,19,5000,5,5,4,3,4,6,4,5,6,5,2,3,3,2,3,4,1,4,5,2,6,3,5,6,5,6,4,4,5,2,6,5,4,2,4,5,3,2,4,2,Warrior Guild,20,3,2,1,4,6,5
male,WI,27,46000,3,5,1,4,5,5,1,6,2,5,1,5,4,4,2,5,4,7,2,4,3,2,3,1,1,4,1,4,1,2,7,7,5,4,1,3,1,3,1,4,Evercrest,42,4,1,3,5,6,2
female,CA,20,45000,6,2,2,7,6,7,5,7,4,3,3,4,4,4,6,4,5,5,5,4,5,3,3,3,6,2,3,4,4,4,5,5,5,4,6,6,6,4,5,5,Warrior Guild,50,3,1,2,5,6,4
female,GA,32,56000,2,2,3,6,6,5,6,4,3,4,5,4,4,2,2,4,4,3,3,3,2,4,3,3,4,1,3,5,1,4,5,3,3,1,2,6,6,4,6,2,Evercrest,40,4,1,5,6,2,3
male,NC,19,30000,1,4,2,1,3,3,2,4,7,2,4,6,5,3,1,4,6,6,6,7,7,1,3,6,1,6,1,3,7,7,6,7,6,3,1,1,2,5,2,2,Evercrest,30,2,6,3,1,4,5
male,OH,33,72000,1,5,4,1,5,5,2,5,4,5,4,4,5,4,4,7,5,3,2,4,1,3,4,3,1,1,2,3,3,7,2,1,1,4,5,1,6,4,6,4,Warrior Guild,51,5,2,4,6,3,1
male,IN,63,122000,5,7,4,5,7,4,5,6,1,7,5,6,4,4,2,7,1,2,2,2,1,6,4,2,5,1,5,3,2,1,3,1,1,2,1,4,3,2,4,1,Warrior Guild,82,5,1,4,6,3,2
male,CA,27,59000,4,2,2,5,4,5,3,3,4,2,2,2,2,3,3,2,6,7,5,5,2,2,3,2,3,4,3,3,5,7,7,7,6,1,3,4,1,3,1,3,Evercrest,49,2,3,4,1,5,6
female,MI,56,62000,4,7,4,4,7,7,3,7,2,6,4,7,6,6,5,7,1,1,1,4,1,4,5,1,3,1,4,6,1,3,1,2,3,5,3,3,5,3,4,3,Evercrest,56,5,2,3,6,4,1
female,MN,25,61000,7,5,1,4,3,3,5,4,3,5,1,1,1,1,7,6,3,3,6,3,3,4,1,3,5,3,3,1,4,2,3,2,1,4,7,5,2,1,1,5,Evercrest,47,1,2,5,4,3,6
male,CT,22,42000,2,7,1,3,4,3,1,4,5,7,4,2,4,2,2,7,1,4,3,1,5,1,5,5,2,3,1,2,3,1,4,3,4,2,2,3,1,7,1,2,Seraph Guardians,40,5,1,6,4,3,2
male,WI,19,41000,4,5,1,3,4,2,2,3,5,5,3,3,1,3,4,5,6,7,6,5,4,3,3,6,1,6,1,3,4,6,7,7,7,4,3,1,1,2,2,3,Seraph Guardians,43,2,4,5,1,6,3
female,MN,27,42000,5,3,4,5,6,7,3,7,2,5,4,5,7,6,1,3,6,5,4,5,4,3,6,4,2,1,3,6,2,7,4,3,4,4,4,4,5,4,3,6,Warrior Guild,42,3,1,4,6,5,2
male,MS,23,50000,4,3,2,5,7,6,4,7,3,1,4,3,4,4,1,1,4,7,3,3,4,6,3,5,5,4,4,3,2,4,7,7,7,1,1,4,1,2,3,2,Evercrest,45,3,2,4,1,5,6
female,CA,27,67000,3,7,4,4,4,2,6,2,3,7,3,5,3,3,1,7,5,1,5,5,4,7,4,5,5,3,3,4,4,4,1,1,1,2,1,5,1,4,5,1,Warrior Guild,47,4,1,5,6,2,3
male,NY,27,97000,5,7,4,6,2,1,6,2,3,7,4,3,3,5,3,5,3,5,2,5,5,4,4,4,4,1,4,5,3,4,3,4,2,3,3,5,3,6,3,5,Seraph Guardians,65,3,1,6,4,2,5
female,VA,23,29000,5,4,4,5,4,4,2,5,7,5,7,5,6,3,6,4,4,6,2,6,5,3,2,6,4,3,4,3,2,3,6,4,5,5,5,3,3,7,4,4,Evercrest,34,3,1,6,4,5,2
female,MI,20,17000,3,1,3,3,7,6,4,7,5,2,4,6,5,7,5,2,1,3,6,3,5,7,7,4,5,7,3,6,7,2,4,2,4,4,4,4,5,2,3,4,Seraph Guardians,34,5,2,1,3,6,4
female,CT,39,85000,6,3,1,6,2,3,6,3,4,2,1,5,3,3,3,2,3,5,6,3,3,2,3,3,3,4,3,3,5,1,2,1,2,6,4,6,4,2,4,3,Seraph Guardians,59,1,3,2,4,5,6
male,FL,63,90000,5,3,1,5,3,5,7,6,2,2,4,4,3,2,1,2,4,5,5,2,1,5,2,1,6,5,6,1,4,4,3,5,4,3,2,6,1,4,2,2,Evercrest,,5,1,2,3,4,6
female,IL,18,16000,5,1,3,6,6,5,6,7,5,2,2,4,4,4,6,3,7,3,3,4,5,5,5,5,5,3,5,4,3,5,3,4,3,6,4,5,2,1,2,7,Evercrest,32,3,2,1,4,6,5
female,OR,35,90000,6,5,3,5,1,3,2,1,4,4,5,1,1,2,5,6,4,2,2,2,2,3,2,4,5,1,3,3,2,3,2,2,1,3,4,4,3,1,2,4,Seraph Guardians,65,4,1,5,6,2,3
male,CA,28,59000,3,5,3,3,4,2,2,1,4,5,4,3,3,2,3,5,3,6,2,4,3,2,3,3,4,3,1,3,4,4,5,3,5,4,1,3,3,3,3,1,Warrior Guild,39,4,1,6,3,2,5
female,IL,23,30000,7,5,6,7,6,7,7,7,6,3,4,4,6,5,5,4,3,4,6,4,4,6,7,4,4,7,4,5,7,5,4,4,4,6,7,6,5,2,5,4,Evercrest,41,3,1,2,5,6,4
female,NY,21,33000,6,3,3,7,3,6,4,4,5,2,6,4,7,5,3,3,5,4,5,2,6,2,6,6,3,4,3,5,5,3,4,4,6,2,2,3,3,4,2,3,Evercrest,36,1,3,4,2,6,5
male,KY,25,47000,3,7,3,3,5,2,3,4,3,7,3,2,4,4,1,7,3,2,1,1,2,3,4,2,3,4,2,4,6,3,1,1,1,1,1,1,2,5,1,1,Evercrest,38,5,1,4,6,3,2
female,CA,43,93000,5,6,4,5,6,7,2,6,1,6,3,5,4,5,3,4,6,4,2,5,2,1,5,4,3,5,1,3,3,6,6,5,4,4,2,3,3,4,3,4,Warrior Guild,61,4,1,3,5,6,2
male,ID,33,96000,3,7,6,3,4,6,1,5,7,5,7,7,5,7,5,4,1,3,3,3,5,4,6,5,2,3,1,6,2,1,3,3,3,5,4,3,6,4,5,2,Warrior Guild,72,4,2,3,6,5,1
female,PA,20,18000,3,7,5,2,5,7,3,6,4,6,5,4,7,5,3,7,6,3,4,5,3,3,4,4,3,3,2,5,5,7,3,2,1,4,3,3,6,7,5,3,Seraph Guardians,41,5,2,3,6,4,1
female,NY,25,23000,3,4,3,3,2,3,1,1,4,2,5,5,3,5,2,5,4,3,4,4,7,1,3,5,1,3,3,2,4,4,5,3,3,3,2,2,3,4,2,4,Warrior Guild,26,1,4,5,2,6,3
female,TX,39,80000,4,7,4,3,5,7,3,7,1,6,1,4,6,2,2,7,4,3,1,4,3,3,4,4,3,3,1,3,3,4,5,3,4,2,2,4,3,3,4,3,Seraph Guardians,,6,1,3,4,5,2
female,SC,25,39000,2,1,3,2,7,7,2,5,4,3,1,6,7,7,1,3,4,5,7,4,3,5,5,4,3,7,3,4,6,4,3,4,4,4,3,3,2,1,3,2,Evercrest,39,3,4,1,2,6,5
female,TX,29,58000,5,3,5,6,5,6,6,5,2,1,3,6,6,7,4,3,1,2,4,4,4,3,7,2,4,1,4,6,1,1,4,4,3,4,5,5,5,4,4,5,Seraph Guardians,49,4,1,2,6,5,3
female,CA,24,42000,3,2,1,1,6,7,3,7,3,4,2,3,5,5,1,3,7,5,2,6,3,4,4,4,4,2,4,5,1,6,5,7,5,1,1,2,1,2,1,2,Warrior Guild,40,3,1,6,2,5,4
female,OK,18,14000,5,4,4,7,1,5,6,1,5,3,2,3,3,3,5,3,6,4,3,7,7,5,4,6,4,6,6,4,7,7,5,5,3,4,4,4,3,1,5,5,Seraph Guardians,34,1,4,5,2,3,6
female,AR,23,21000,3,3,3,4,5,5,4,6,2,3,3,1,3,3,3,4,6,7,5,5,4,4,4,6,4,6,4,2,3,6,7,6,7,2,2,5,4,3,2,3,Evercrest,21,2,3,4,1,5,6
male,OH,55,107000,5,7,2,4,6,6,2,7,3,7,4,5,6,7,3,6,3,4,1,2,1,3,7,2,3,2,2,7,3,3,4,3,1,2,4,3,1,4,1,3,Evercrest,,6,1,3,5,4,2
female,PA,28,44000,5,4,3,4,5,4,5,6,2,5,3,1,2,1,3,3,4,5,5,5,2,5,1,3,4,5,5,1,5,5,4,2,3,2,3,4,1,2,1,2,Warrior Guild,48,4,1,5,2,3,6
male,TN,20,20000,4,1,7,4,4,4,6,3,4,2,4,7,7,7,3,1,4,6,4,4,3,7,7,5,7,7,7,7,5,3,4,6,3,3,5,5,7,3,5,4,Seraph Guardians,45,4,3,2,1,6,5
male,NV,33,102000,6,6,7,7,7,7,4,5,3,5,7,7,7,6,5,7,6,1,3,5,2,4,7,3,3,3,4,7,3,5,4,4,1,3,4,7,7,6,6,3,Evercrest,90,5,1,3,6,4,2
male,TX,19,29000,3,3,6,1,5,6,3,5,3,3,7,7,6,7,7,2,3,2,3,3,3,3,6,1,3,3,3,6,3,4,3,2,2,4,6,1,6,7,6,5,Evercrest,53,4,2,3,6,5,1
female,TX,42,37000,4,7,3,4,4,4,2,6,1,7,2,3,4,4,1,7,2,3,3,4,1,1,4,2,1,2,1,3,4,3,2,1,1,1,1,2,5,3,4,1,Seraph Guardians,47,5,1,4,6,3,2
female,TX,52,110000,3,4,3,2,3,2,2,1,1,7,3,2,1,4,3,5,5,1,1,3,1,1,2,1,1,3,1,4,3,2,1,1,1,2,4,4,2,6,3,3,Seraph Guardians,70,5,1,4,6,3,2
male,CT,22,43000,4,7,1,6,4,5,5,5,5,7,2,3,4,4,1,6,7,4,6,7,6,3,3,6,4,3,3,4,4,6,3,5,6,1,1,3,2,1,3,1,Seraph Guardians,34,2,1,6,3,4,5
female,RI,27,82000,3,6,5,7,5,5,4,5,3,5,5,5,3,6,4,5,3,4,4,2,3,6,6,4,2,3,5,6,2,2,3,2,3,6,5,5,6,4,5,5,Evercrest,,5,1,3,6,4,2
male,PA,22,29000,6,3,4,3,1,1,4,2,4,3,3,1,2,3,5,3,4,3,4,1,6,4,2,6,6,3,7,1,4,5,2,4,3,3,5,4,3,2,3,3,Seraph Guardians,39,1,3,5,2,4,6
female,KY,34,42000,2,7,7,2,3,4,3,3,3,7,4,5,5,3,1,7,3,5,5,2,3,1,4,1,2,6,2,2,3,4,7,6,5,1,1,2,4,1,4,2,Seraph Guardians,30,2,1,5,4,6,3
male,CA,35,162000,2,3,2,4,5,3,1,5,1,5,3,6,4,4,4,2,7,6,5,7,3,1,4,2,1,5,1,4,7,7,7,5,7,3,3,1,1,1,3,1,Seraph Guardians,,1,5,3,2,6,4
male,TX,31,86000,6,5,1,7,1,2,6,1,1,5,3,1,1,1,7,4,3,4,4,3,2,5,2,3,3,3,3,2,3,4,7,3,5,5,7,5,1,2,1,4,Evercrest,,2,3,6,4,1,5
male,OR,22,18000,5,4,4,6,6,7,5,7,3,4,5,6,7,6,5,4,4,2,6,5,4,7,7,4,6,7,7,3,5,5,3,2,4,3,4,5,3,4,5,3,Seraph Guardians,36,5,1,2,4,6,3
female,MI,24,54000,5,6,4,7,6,7,6,7,7,6,2,4,5,4,5,5,3,3,4,4,7,5,4,7,5,3,6,5,5,5,4,3,5,4,7,5,3,1,3,5,Seraph Guardians,50,4,1,2,5,6,3
female,MN,38,69000,6,4,3,6,1,3,7,2,4,5,2,1,2,3,3,4,3,4,5,1,3,4,2,5,3,4,5,2,5,1,4,3,4,5,6,5,2,3,3,3,Warrior Guild,,2,1,4,3,5,6
male,CA,52,97000,4,7,1,3,1,4,3,4,2,7,1,4,3,2,2,7,2,1,1,3,2,2,3,1,1,4,3,2,5,3,2,5,2,3,1,2,2,2,2,2,Seraph Guardians,69,5,1,4,6,3,2
male,VA,25,62000,6,6,4,6,7,6,4,6,4,6,1,4,3,3,5,6,5,6,1,3,5,2,3,5,2,4,2,3,3,4,5,6,4,3,3,2,5,2,5,5,Evercrest,57,4,1,3,6,5,2
female,WA,41,103000,5,7,1,5,5,3,5,4,3,7,3,3,3,2,2,7,4,4,3,3,2,4,3,2,3,3,2,2,5,3,4,4,3,1,2,4,3,3,1,2,Evercrest,81,4,1,6,5,2,3
female,TX,21,28000,6,1,6,7,4,6,5,7,5,2,3,5,7,6,6,2,6,4,6,5,6,7,5,6,5,6,5,6,6,5,4,4,3,3,5,4,4,4,6,5,Warrior Guild,52,1,4,2,3,6,5
male,OH,21,36000,7,4,4,5,6,6,5,7,5,2,4,4,6,4,6,3,2,2,5,3,6,6,3,6,4,5,6,7,4,4,2,1,1,6,6,5,3,4,5,7,Seraph Guardians,37,3,1,2,6,5,4
male,IN,27,59000,4,5,3,6,7,6,4,6,3,5,1,4,5,6,4,4,3,6,5,2,2,3,6,3,5,3,5,7,3,2,6,5,4,6,2,4,3,2,3,3,Warrior Guild,56,4,1,3,5,6,2
male,IL,30,66000,4,1,2,5,6,4,4,6,2,1,2,3,3,4,3,2,7,7,1,6,2,4,4,2,3,1,3,2,1,6,7,7,7,1,2,3,6,4,4,2,Seraph Guardians,41,2,3,4,1,5,6
female,IN,21,20000,2,4,1,3,3,5,3,1,5,5,2,6,6,2,1,5,1,1,3,1,4,1,5,4,1,5,2,4,3,1,3,1,3,3,2,3,5,4,4,1,Seraph Guardians,37,4,1,3,5,6,2
female,NJ,23,71000,5,2,1,6,5,4,3,6,3,4,3,4,4,4,2,5,7,7,3,5,4,1,2,5,1,5,1,1,5,5,7,7,6,1,2,4,1,3,1,1,Evercrest,50,2,3,5,1,4,6
female,GA,24,44000,3,2,7,3,5,4,3,5,4,1,1,5,5,5,4,2,4,5,7,6,4,3,5,7,4,5,4,6,7,4,3,3,3,5,4,3,6,3,5,4,Evercrest,32,3,5,1,2,6,4
female,TX,20,18000,4,2,4,2,7,6,3,7,4,1,2,3,4,4,3,3,3,4,5,2,4,3,2,5,2,6,2,5,7,4,4,4,4,2,2,3,5,2,5,1,Evercrest,22,1,4,3,2,6,5
female,MA,28,109000,2,7,5,4,6,7,4,5,5,7,5,7,6,7,6,7,1,4,3,1,2,4,5,5,7,1,5,6,4,1,4,2,2,5,7,4,5,6,3,4,Seraph Guardians,75,6,1,4,5,3,2
female,FL,21,27000,5,2,2,6,4,3,7,6,6,2,3,4,4,2,2,3,6,6,6,4,4,4,4,4,4,2,4,2,4,6,3,4,5,4,3,4,2,1,1,2,Seraph Guardians,37,1,3,5,2,4,6
female,MD,24,42000,3,7,6,3,5,3,3,4,6,7,3,2,6,5,1,7,6,1,1,5,4,4,5,6,2,2,3,6,1,5,3,2,3,1,1,2,5,4,4,2,Warrior Guild,44,4,1,6,5,2,3
male,TX,27,108000,3,2,5,3,7,5,3,5,1,3,2,5,5,6,2,3,4,4,4,3,3,4,3,4,3,3,2,4,4,4,4,6,5,1,1,4,3,3,6,2,Warrior Guild,76,3,1,2,5,6,4
female,LA,21,24000,5,5,6,5,4,3,4,4,7,7,4,5,4,2,5,5,7,5,7,5,6,5,2,7,2,3,3,3,3,7,5,5,5,3,5,4,5,1,7,3,Evercrest,39,1,4,3,2,5,6
female,NY,30,90000,2,2,3,3,5,3,3,5,2,4,3,2,2,4,6,3,3,7,2,6,3,2,6,2,1,4,2,3,4,6,7,7,7,5,4,2,2,4,2,6,Seraph Guardians,59,2,5,4,1,6,3
female,FL,23,47000,7,3,2,6,4,2,6,1,2,3,5,2,4,2,4,5,3,1,3,3,4,6,2,3,6,3,7,4,3,5,4,1,2,4,5,6,1,4,1,4,Warrior Guild,40,3,1,4,5,2,6
male,NY,30,84000,5,7,6,6,1,2,7,1,2,4,2,1,4,1,5,7,3,4,2,4,4,5,2,4,6,2,5,3,2,2,2,4,3,3,4,3,4,3,2,4,Evercrest,57,3,1,6,4,2,5
male,TX,27,44000,5,2,2,3,4,5,5,4,4,4,4,3,5,4,5,3,7,5,3,6,4,3,4,2,4,2,3,5,2,6,6,4,3,5,4,3,3,4,3,5,Seraph Guardians,38,2,1,6,4,5,3
female,NJ,42,139000,4,7,2,5,3,3,1,4,2,7,5,3,5,4,3,7,4,5,1,4,2,2,2,1,1,2,1,2,2,3,6,2,4,1,3,3,1,6,1,4,Seraph Guardians,,4,1,6,5,3,2
male,KY,27,41000,3,3,3,5,6,5,4,5,4,3,3,4,4,3,4,3,4,2,5,6,5,5,2,3,4,4,5,3,4,5,2,3,2,4,4,3,3,2,5,4,Warrior Guild,56,2,1,4,3,5,6
female,GA,63,75000,6,7,3,5,7,7,4,6,4,6,6,7,6,5,5,6,1,2,1,1,1,5,7,2,2,2,5,7,3,4,1,1,1,6,4,2,3,6,4,5,Seraph Guardians,,5,1,3,6,4,2
male,OH,22,23000,3,2,2,2,5,5,3,3,5,1,1,4,5,2,2,2,7,6,4,7,7,3,3,6,2,3,2,4,3,6,5,5,5,6,2,4,2,1,1,4,Evercrest,22,2,3,5,1,6,4
male,NY,19,35000,3,2,1,3,5,7,2,7,5,3,5,4,6,3,2,4,7,3,2,5,4,2,6,3,3,3,3,4,2,4,3,4,4,2,3,3,1,4,1,3,Warrior Guild,43,5,1,4,3,6,2
male,OR,20,11000,5,1,2,5,2,4,7,1,6,3,1,4,4,5,3,2,5,2,6,5,6,5,4,6,3,4,5,4,4,6,2,6,3,3,4,6,4,4,2,3,Seraph Guardians,27,1,3,5,2,4,6
male,NC,22,20000,6,3,2,4,3,3,3,4,4,2,4,3,2,2,5,2,5,4,4,5,4,2,1,3,3,3,4,3,1,4,2,6,2,5,4,5,5,4,2,4,Warrior Guild,33,3,1,6,4,2,5
male,IN,25,52000,7,4,1,6,3,3,7,3,5,6,4,4,4,2,1,5,6,4,4,3,5,6,3,3,7,4,6,3,3,3,3,5,3,4,4,7,1,3,1,4,Warrior Guild,51,4,1,5,3,2,6
male,NJ,30,119000,4,5,5,4,7,7,6,7,3,6,3,2,4,3,4,5,4,1,5,5,5,4,3,2,2,4,4,4,5,5,2,4,3,5,5,4,5,4,2,6,Evercrest,,4,1,3,6,5,2
male,NY,27,62000,4,1,6,4,7,7,3,6,4,1,2,6,6,7,4,1,5,3,7,5,6,3,7,3,4,7,4,7,7,6,4,4,3,5,2,4,5,2,4,3,Warrior Guild,71,2,4,1,3,6,5
female,MT,23,47000,7,5,1,7,3,5,7,2,4,6,4,1,3,4,4,6,3,4,1,1,3,7,2,2,6,1,7,4,3,2,2,4,3,2,3,6,1,4,1,3,Seraph Guardians,49,6,1,5,4,2,3
male,CO,21,31000,5,3,2,4,2,1,5,2,5,5,5,1,1,2,4,5,5,2,3,7,6,7,2,7,7,5,7,1,4,4,4,1,2,3,1,4,4,5,2,2,Seraph Guardians,42,3,4,5,1,2,6
male,TN,23,23000,3,4,2,3,7,7,2,7,4,4,3,6,6,6,3,4,4,5,5,2,5,2,6,5,2,6,3,7,4,5,4,6,6,4,4,5,3,4,3,2,Warrior Guild,32,3,1,2,5,6,4
male,FL,30,57000,7,4,3,7,1,2,7,1,5,6,1,2,2,1,5,5,4,5,5,2,5,7,1,5,6,3,7,2,6,2,2,5,5,6,4,7,5,3,1,6,Seraph Guardians,52,4,2,5,3,1,6
female,OR,26,74000,6,6,1,3,4,1,6,1,4,6,3,1,3,2,2,7,1,4,4,2,5,3,2,6,3,5,3,1,2,2,1,3,2,2,2,5,1,5,1,3,Seraph Guardians,54,3,1,6,4,2,5
male,IL,24,62000,3,5,2,2,5,5,1,5,4,6,3,4,4,6,2,6,3,5,3,4,5,1,4,5,1,5,1,3,4,4,6,7,4,4,2,2,2,3,2,4,Seraph Guardians,44,1,4,5,2,6,3
male,FL,55,88000,6,5,1,6,3,1,5,4,2,3,2,3,2,1,4,4,1,1,1,3,1,7,2,1,7,2,6,1,2,3,2,1,1,4,5,6,1,4,1,3,Seraph Guardians,66,6,1,4,5,2,3
male,GA,20,27000,2,4,1,3,5,6,3,5,3,3,3,4,3,5,1,4,2,4,5,4,2,2,3,1,2,2,3,4,3,1,5,4,4,1,2,1,2,5,1,1,Seraph Guardians,36,4,1,6,3,5,2
male,GA,22,15000,3,4,2,2,6,4,1,6,3,4,3,1,4,1,1,2,3,5,4,6,4,2,1,5,1,3,1,1,3,3,4,7,6,1,2,2,2,3,2,1,Evercrest,20,2,3,6,1,4,5
female,WI,23,20000,7,5,2,7,2,3,6,3,4,5,1,1,2,1,5,6,5,3,3,3,4,6,1,3,4,6,5,2,4,3,3,2,4,3,4,5,2,1,1,4,Seraph Guardians,39,3,2,5,4,1,6
male,MO,20,11000,7,3,1,7,3,4,7,3,6,4,2,3,4,2,1,2,5,3,5,4,7,5,2,7,6,7,7,3,4,6,3,3,3,1,3,6,1,3,3,2,Seraph Guardians,26,1,3,5,2,4,6
female,CA,22,28000,3,7,3,3,2,2,2,4,5,7,4,3,4,2,1,7,4,3,2,3,4,2,5,4,2,3,1,4,4,3,5,2,3,1,1,2,6,4,5,1,Warrior Guild,29,4,1,6,5,3,2
female,VA,58,84000,5,6,5,4,5,7,4,7,2,5,6,7,7,7,6,4,4,2,2,4,1,5,7,1,5,3,5,7,5,5,2,1,3,7,5,4,7,6,7,6,Warrior Guild,68,5,2,3,6,4,1
male,IA,23,25000,5,5,3,4,4,4,5,5,5,6,4,4,7,5,4,4,3,1,4,5,5,4,7,5,3,4,5,4,2,4,3,1,1,3,2,3,4,3,3,2,Evercrest,41,5,1,3,6,4,2
female,AZ,39,83000,4,1,4,3,4,5,3,6,4,2,5,4,5,6,4,2,6,3,3,5,4,4,2,3,4,3,4,4,2,4,2,1,2,5,4,5,5,6,4,6,Warrior Guild,64,5,1,3,6,4,2
male,TX,44,72000,5,3,3,4,6,5,4,4,1,2,6,7,7,6,5,4,5,4,4,5,1,4,7,1,1,2,5,6,3,6,2,1,3,4,6,3,1,5,2,5,Evercrest,,5,1,3,6,4,2
female,TX,26,38000,5,4,1,4,7,6,4,5,4,5,5,7,6,7,4,4,7,4,2,5,4,4,7,5,5,2,3,5,1,6,3,3,3,4,2,4,5,7,2,3,Evercrest,48,6,1,4,3,5,2
female,TX,24,58000,6,5,2,4,4,4,4,5,2,4,4,5,4,3,2,5,4,1,5,4,5,3,3,5,4,5,3,3,5,4,1,4,3,2,1,3,5,2,4,3,Seraph Guardians,46,2,1,3,4,5,6
male,NY,20,25000,4,5,3,3,6,7,5,7,3,4,2,3,6,6,7,5,4,3,5,6,5,3,4,4,4,4,4,5,3,2,5,4,3,5,7,2,5,1,6,5,Evercrest,38,5,2,1,4,6,3
